body,fuel,model_date,doors,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,condition,owners,generation,restyling,age,price,brand,features_count
11,0,2009,5,2,1.4,75,440000,1,1,1,3,1,1.0,10.0,115000,15,5
15,0,2009,5,0,1.6,120,114000,1,1,1,1,2,0.0,10.0,315000,3,0
0,5,2010,7,2,1.5,106,203500,1,1,1,1,1,1.0,10.0,650000,13,49
11,0,2013,5,0,1.8,142,66000,1,1,1,1,9,1.0,6.0,840000,5,43
6,0,2008,5,0,1.8,152,115000,1,1,1,3,2,0.0,8.0,760000,16,46
11,0,2011,4,0,2.0,184,83000,0,1,1,1,6,0.0,7.0,1150000,0,0
0,0,2015,5,1,2.0,146,150000,1,1,1,1,3,1.0,5.0,930000,12,33
0,0,2010,5,0,3.6,249,113000,2,1,1,2,2,0.0,8.0,1550000,18,58
0,0,2009,5,0,2.3,238,100050,2,1,1,2,1,1.0,10.0,680000,10,64
11,0,2011,5,0,1.6,123,38122,1,1,1,2,3,0.0,5.0,599000,7,0
0,0,2016,5,3,2.0,180,50000,2,1,1,1,2,0.0,2.0,1660000,18,74
11,0,2014,5,0,1.6,105,99150,1,1,1,1,5,1.0,5.0,549000,18,10
15,0,2009,5,2,1.4,97,68000,1,1,1,3,2,1.0,9.0,340000,7,25
15,0,2014,5,0,1.6,123,66302,1,1,1,1,1,1.0,4.0,641680,6,38
15,0,2011,5,3,1.6,122,105715,1,1,1,1,2,0.0,8.0,817000,11,26
15,0,2009,5,3,1.6,102,184578,1,1,1,2,2,0.0,9.0,365000,18,35
15,0,2011,5,2,1.6,105,275000,1,1,1,3,3,0.0,9.0,275000,4,0
15,0,2007,5,2,1.4,86,120000,1,1,1,3,2,0.0,10.0,295000,16,28
11,0,2011,5,2,1.6,117,83000,1,1,1,2,0,1.0,6.0,580000,12,0
12,0,2008,5,0,1.6,102,117000,1,1,1,2,2,1.0,9.0,505000,16,36
0,0,2008,5,2,2.0,141,131000,1,1,1,2,2,1.0,10.0,439000,7,21
6,0,2017,5,3,1.4,125,51000,1,1,1,1,1,1.0,3.0,899999,16,0
11,0,2005,5,3,1.8,152,115000,1,1,1,3,0,0.0,10.0,550000,18,20
0,0,2012,5,0,2.4,175,113000,2,1,1,2,3,0.0,8.0,950000,6,0
11,0,2009,5,0,1.6,105,195000,1,1,1,2,5,0.0,9.0,395000,18,0
15,0,2007,5,0,1.6,115,140000,0,1,1,3,1,1.0,10.0,440000,0,0
15,0,2009,5,0,1.6,120,95000,1,1,1,3,1,1.0,9.0,399000,14,0
12,0,2015,5,0,1.6,130,19500,1,1,1,1,2,1.0,2.0,940000,7,46
11,0,2009,5,2,1.6,105,290000,1,1,1,3,5,0.0,6.0,268000,18,0
0,0,2010,5,0,2.0,150,74500,1,1,1,2,1,0.0,7.0,910000,6,0
0,0,2013,5,3,1.6,156,66005,1,1,1,1,1,0.0,5.0,1487000,11,13
0,0,2015,5,0,2.0,143,7000,2,1,1,2,1,1.0,2.0,930000,15,19
11,0,2008,5,0,1.6,105,177271,1,1,1,3,2,0.0,10.0,475000,10,6
0,5,2016,5,0,2.0,185,59500,2,1,1,1,4,0.0,4.0,1519000,7,42
0,0,2011,5,0,2.0,170,101000,2,1,1,3,1,1.0,9.0,745000,18,16
0,5,2016,5,3,2.0,150,23200,2,1,1,1,1,0.0,3.0,2090000,16,43
11,0,2004,5,2,1.4,94,163000,1,1,1,3,0,0.0,9.0,250000,1,0
11,0,2009,5,2,1.6,105,72500,1,1,1,2,5,0.0,5.0,560000,18,41
9,5,2015,5,0,2.4,154,32907,2,1,1,1,5,0.0,3.0,1700000,12,0
0,0,2012,7,0,3.7,277,88000,2,1,1,2,1,1.0,6.0,1250000,10,47
0,5,2013,5,0,3.0,249,62000,2,1,1,1,3,0.0,4.0,3590000,0,76
11,0,2012,5,2,1.6,82,73150,1,1,1,1,2,0.0,2.0,395000,15,11
0,0,2014,5,0,2.0,135,28500,1,1,1,1,3,0.0,5.0,849000,13,0
0,0,2011,5,1,2.0,150,108000,2,1,1,1,1,0.0,7.0,920000,17,53
11,0,2015,4,0,1.5,136,95400,0,1,1,1,6,1.0,4.0,1170000,0,37
11,0,2014,5,1,2.5,173,78000,1,1,1,3,3,0.0,5.0,1080000,13,52
15,0,2011,5,0,1.6,150,82274,1,1,1,2,0,0.0,6.0,800000,3,0
0,0,2017,5,1,2.0,144,23762,2,1,1,1,3,1.0,2.0,1599000,13,70
11,0,2015,5,0,2.4,188,39500,1,1,1,1,4,0.0,3.0,1375000,7,70
11,0,2013,5,0,1.8,150,133927,1,1,1,1,5,1.0,6.0,750000,6,59
11,0,2010,5,0,1.6,120,31291,1,1,1,2,2,0.0,5.0,565000,3,14
12,0,2018,5,3,1.4,140,28000,1,1,1,1,3,0.0,1.0,1120000,7,73
0,5,2009,5,0,2.2,197,173405,2,1,1,1,2,1.0,9.0,849000,6,0
0,0,2014,5,1,2.0,150,86300,2,1,1,2,1,0.0,5.0,1795000,9,64
11,0,2012,4,3,1.8,152,100000,1,1,1,2,1,1.0,7.0,800000,18,16
11,5,2017,4,0,3.0,249,37550,2,1,1,1,7,0.0,2.0,3195000,0,37
6,0,2013,5,3,1.8,180,95147,1,1,1,1,3,0.0,5.0,858000,16,32
12,0,2008,5,2,1.8,152,270000,2,1,1,3,2,1.0,7.0,550000,16,0
11,0,2010,4,0,2.0,184,185962,0,1,1,3,6,0.0,7.0,965000,0,41
11,5,2013,4,0,3.0,258,138733,2,1,1,3,6,1.0,5.0,1523000,0,21
0,0,2011,5,1,3.5,249,86000,2,1,1,2,2,1.0,6.0,1150000,13,60
0,0,2010,5,1,1.6,117,159201,1,1,1,3,1,1.0,8.0,635000,13,53
11,0,2013,5,0,1.6,130,224560,1,1,1,1,3,0.0,7.0,590000,7,34
2,0,2010,5,2,1.4,140,151000,1,1,1,1,2,0.0,8.0,650000,18,28
3,0,2014,2,0,3.0,326,55000,2,1,1,2,0,0.0,4.0,1700000,0,28
0,0,2011,5,0,2.0,150,149577,2,1,1,1,3,1.0,9.0,675000,17,41
11,0,2004,5,2,1.4,94,200000,1,1,1,3,0,0.0,8.0,230000,1,0
0,5,2015,8,0,4.5,272,1408,2,1,1,1,3,1.0,1.0,6380000,9,66
0,5,2013,5,0,2.5,178,161000,2,1,1,3,2,1.0,7.0,1200000,12,50
0,5,2009,5,0,2.7,190,155000,2,1,1,2,4,0.0,10.0,1100000,8,59
0,0,2012,5,0,2.0,150,70000,0,1,1,2,1,1.0,6.0,945000,0,0
0,0,2015,5,1,2.0,146,57055,2,1,1,1,3,1.0,4.0,1180000,12,45
0,0,2010,5,0,3.6,249,76000,2,1,1,3,2,0.0,7.0,1490000,18,58
15,0,2014,5,3,1.6,122,34056,1,1,1,2,2,1.0,6.0,1270000,11,67
0,0,2006,5,0,2.4,136,140000,2,1,1,3,1,0.0,10.0,600000,1,45
0,0,2010,5,1,2.0,141,67179,1,1,1,1,1,1.0,10.0,639000,13,32
0,0,2009,5,0,5.0,510,127000,2,1,1,2,3,1.0,8.0,1225000,8,26
0,5,2018,5,0,3.0,249,10000,2,1,1,1,4,0.0,1.0,6000000,0,32
11,0,2017,5,2,1.6,123,70000,1,1,1,1,4,0.0,2.0,685000,7,26
8,5,2015,9,0,2.5,175,17000,2,1,1,1,1,1.0,3.0,1995000,6,56
3,0,2017,2,0,2.0,249,35000,0,1,1,1,0,1.0,3.0,2700000,0,72
0,0,2011,5,0,2.0,180,28578,2,1,1,1,1,1.0,4.0,1400000,18,38
0,0,2016,5,0,2.0,143,23000,2,1,1,1,1,0.0,2.0,999000,15,0
11,0,2008,5,1,2.5,182,180000,1,1,1,1,2,0.0,9.0,599000,13,55
2,0,2008,5,2,1.6,120,88000,1,1,1,1,2,0.0,8.0,475000,3,22
11,0,2008,4,0,4.4,407,209177,2,1,1,1,5,0.0,10.0,745000,0,32
0,5,2014,5,0,2.0,190,140000,2,1,1,1,1,0.0,4.0,1930000,0,0
10,0,2008,2,0,2.0,160,65000,0,1,1,3,3,1.0,8.0,1050000,10,0
11,1,2013,5,2,2.0,150,120000,1,1,1,2,3,1.0,5.0,800000,7,52
15,0,2011,5,3,1.6,105,102780,1,1,1,2,3,0.0,6.0,460000,4,0
11,5,2010,4,0,3.0,245,140000,0,1,1,3,6,0.0,9.0,1300000,0,15
11,0,2019,4,0,6.6,609,8220,2,1,1,1,6,1.0,1.0,11300000,0,83
12,5,2011,5,0,1.7,136,141042,1,1,1,3,1,0.0,7.0,690000,6,27
11,0,2017,5,0,2.0,150,56000,1,1,1,1,7,1.0,2.0,1250000,6,0
11,0,2012,5,0,1.6,120,69000,1,1,1,3,1,0.0,8.0,410000,14,38
11,0,2009,5,2,1.6,109,156000,1,1,1,2,1,0.0,9.0,400000,1,0
11,0,2010,5,0,2.0,150,91291,1,1,1,2,3,0.0,8.0,810000,7,25
12,0,2011,5,3,2.0,150,120000,1,1,1,1,3,0.0,8.0,470000,4,22
11,0,2013,4,0,2.0,245,130000,2,1,1,3,6,1.0,7.0,1195000,0,0
9,5,2010,5,2,2.0,122,252300,2,1,1,2,1,0.0,9.0,830000,18,45
0,0,2018,5,1,2.0,146,23000,1,1,1,1,3,1.0,1.0,1600000,12,71
12,0,2009,5,2,1.2,75,76300,1,1,1,3,3,1.0,10.0,220000,15,21
6,0,2013,5,3,1.8,180,87200,1,1,1,1,3,0.0,4.0,965000,16,17
0,5,2010,5,0,2.5,190,128000,0,1,1,2,3,1.0,10.0,950000,13,30
15,0,2011,5,0,1.6,136,135000,0,1,1,2,2,0.0,8.0,590000,0,0
0,0,2012,5,0,3.0,340,112000,2,1,1,1,4,0.0,6.0,2850000,8,52
11,0,2006,5,0,1.8,156,109000,0,1,1,3,3,0.0,9.0,715000,11,0
11,0,2009,5,0,2.0,150,110000,1,1,1,3,6,0.0,10.0,650000,6,0
10,0,2012,2,0,5.5,421,90000,0,1,1,2,3,0.0,8.0,2200000,11,63
0,0,2010,5,1,1.6,117,98000,1,1,1,1,1,0.0,7.0,650000,13,0
0,5,2008,5,0,2.5,178,120000,2,1,1,3,2,0.0,10.0,1050000,12,43
11,0,2008,5,0,2.0,150,140000,1,1,1,2,2,1.0,10.0,460000,7,0
0,5,2012,5,0,2.2,197,180000,2,1,1,2,2,1.0,6.0,1140000,7,0
11,0,2011,5,0,1.4,107,96500,1,1,1,2,3,0.0,8.0,435000,7,27
0,0,2010,5,0,2.0,135,86823,1,1,1,1,1,0.0,8.0,499000,15,16
6,0,2013,5,3,1.2,105,80000,1,1,1,2,3,0.0,6.0,630000,16,0
6,0,2008,5,0,1.8,152,132000,1,1,1,3,2,1.0,9.0,400000,16,43
0,0,2008,5,0,3.5,277,137691,2,1,1,1,3,0.0,9.0,1429000,9,35
0,0,2011,5,2,1.4,150,155619,2,1,1,1,1,1.0,9.0,645981,18,16
6,0,2017,5,2,1.8,180,73500,1,1,1,1,3,1.0,3.0,1039000,16,26
0,0,2009,5,0,4.4,555,84000,2,1,1,3,1,0.0,8.0,1645000,0,47
0,0,2010,5,2,1.6,117,164906,1,1,1,2,1,0.0,9.0,539000,13,36
0,0,2008,5,0,2.5,200,178000,2,1,1,2,1,0.0,8.0,698000,4,57
11,0,2011,5,2,1.6,115,1006,1,1,1,2,2,0.0,8.0,365000,1,4
11,0,2009,5,0,3.5,272,87470,2,1,1,3,5,1.0,10.0,770000,11,0
11,0,2014,5,2,1.6,110,169000,1,1,1,2,5,1.0,2.0,520000,18,0
11,0,2006,5,0,1.4,101,83579,1,1,1,1,1,1.0,10.0,347000,1,17
11,5,2014,4,0,3.0,249,58640,2,1,1,3,2,1.0,5.0,2199000,11,0
11,0,2008,4,0,2.0,156,140000,0,1,1,3,5,1.0,10.0,580000,0,0
0,0,2010,5,1,2.0,141,124000,2,1,1,2,2,1.0,6.0,815000,13,20
11,0,2017,4,0,2.0,184,17000,0,1,1,1,7,0.0,2.0,2200000,0,0
6,0,2012,5,0,1.6,110,70000,1,1,1,2,1,0.0,5.0,599000,16,0
11,0,2014,4,0,5.5,585,23500,2,1,1,2,2,1.0,3.0,3999999,11,67
11,0,2012,5,0,1.6,120,112000,1,1,1,1,1,0.0,8.0,405000,14,0
0,0,2013,5,0,2.0,150,46100,1,1,1,2,1,1.0,5.0,1030000,6,9
0,0,2012,5,0,2.4,175,133362,2,1,1,2,3,0.0,8.0,950000,6,0
0,0,2008,5,0,3.5,277,110000,2,1,1,3,3,0.0,10.0,1100000,9,56
0,5,2013,5,0,3.0,218,68000,2,1,1,2,3,0.0,5.0,2450000,0,0
11,0,2011,5,0,1.6,123,167475,1,1,1,1,3,0.0,6.0,490000,7,22
0,0,2010,5,0,2.0,135,48434,1,1,1,2,1,0.0,7.0,640000,15,0
11,0,2011,5,0,1.8,184,149000,0,1,1,3,3,1.0,8.0,749999,11,50
11,0,2012,5,0,3.8,290,202000,0,1,1,2,1,0.0,7.0,845000,7,43
11,0,2017,4,0,2.0,184,69000,0,1,1,3,7,0.0,2.0,1799000,0,0
15,0,2011,5,0,1.6,120,131637,1,1,1,1,1,1.0,9.0,380000,14,8
8,5,2009,6,3,2.0,140,160000,1,1,1,1,0,0.0,8.0,1299999,18,39
11,0,2010,4,0,2.5,204,109797,0,1,1,2,6,0.0,9.0,1150000,0,0
0,5,2009,5,0,3.6,272,205000,2,1,1,3,3,1.0,10.0,1100000,8,6
0,0,2010,5,1,3.5,249,200000,2,1,1,2,2,1.0,8.0,790000,13,56
11,0,2017,5,0,1.4,100,77000,1,1,1,1,2,0.0,2.0,660000,6,30
11,0,2009,5,2,1.6,84,103343,1,1,1,3,1,1.0,8.0,350000,15,0
0,0,2013,5,0,2.0,150,30000,2,1,1,2,1,1.0,6.0,1265000,6,67
11,0,2012,5,0,1.6,102,54000,1,1,1,2,2,0.0,3.0,475000,15,0
0,0,2014,5,2,2.0,150,76727,1,1,1,1,3,1.0,6.0,660000,7,0
11,0,2011,4,0,2.0,184,136449,0,1,1,3,6,0.0,7.0,987000,0,15
11,0,2006,4,0,4.6,367,185000,2,1,1,2,4,0.0,10.0,1050000,9,75
3,4,2014,2,0,1.5,231,50000,2,1,1,1,1,0.0,6.0,4900000,0,0
11,0,2015,4,0,2.0,184,14370,2,1,1,1,6,1.0,2.0,2099000,0,29
0,5,2010,5,0,2.0,136,144200,2,1,1,2,3,0.0,9.0,720000,7,55
0,0,2015,5,0,2.0,150,41000,1,1,1,2,1,1.0,4.0,1150000,10,0
11,0,2012,5,2,1.6,102,163000,1,1,1,1,3,0.0,5.0,270000,13,23
11,0,2017,5,2,1.6,123,90000,1,1,1,2,4,0.0,2.0,760000,7,42
11,0,2014,5,2,1.6,123,88000,1,1,1,1,1,1.0,4.0,570000,6,50
11,0,2011,5,2,1.6,105,142000,1,1,1,2,3,0.0,9.0,380000,4,16
6,0,2008,5,3,2.0,200,199999,1,1,1,3,2,1.0,8.0,750000,16,0
0,0,2012,5,0,1.6,182,215000,2,1,1,2,2,0.0,7.0,670000,4,0
0,0,2010,5,1,1.6,117,95000,1,1,1,2,1,0.0,7.0,670000,13,0
11,0,2006,5,2,1.6,107,131000,1,1,1,2,1,0.0,9.0,280000,13,0
11,0,2011,5,3,1.8,152,97000,1,1,1,2,0,0.0,6.0,820000,18,55
11,0,2017,5,2,1.4,100,26000,1,1,1,2,2,0.0,2.0,625000,6,0
12,0,2007,5,0,2.0,145,193000,1,1,1,1,2,1.0,9.0,399990,4,0
12,0,2004,5,2,1.6,109,208000,1,1,1,3,0,0.0,10.0,220000,1,10
0,0,2015,7,0,3.5,294,70970,2,1,1,1,4,0.0,2.0,2950000,9,67
8,5,2010,7,2,2.0,163,130000,1,1,1,2,2,1.0,6.0,600000,4,0
15,0,2009,5,3,1.2,105,170000,1,1,1,3,2,0.0,9.0,365000,18,27
12,0,2018,5,0,1.6,128,46000,1,1,1,1,3,0.0,1.0,1130000,7,49
11,0,2014,5,2,1.4,107,273876,1,1,1,1,1,1.0,4.0,290000,6,23
11,5,2018,4,0,2.0,190,5146,0,1,1,1,7,0.0,1.0,2580000,0,30
0,0,2006,5,0,2.5,218,160000,2,1,1,2,1,1.0,10.0,750000,0,0
0,0,2015,5,1,2.0,146,20000,2,1,1,1,3,1.0,2.0,1600000,12,0
11,0,2011,5,0,1.8,184,133385,0,1,1,2,3,1.0,8.0,830000,11,73
0,0,2013,5,0,2.0,150,65000,1,1,1,1,1,1.0,6.0,940000,6,48
15,0,2010,5,2,1.4,86,299379,1,1,1,1,2,1.0,9.0,330000,16,29
9,5,2016,5,0,2.0,180,60000,2,1,1,2,1,1.0,3.0,2000000,18,16
11,0,2015,4,0,2.0,184,49000,2,1,1,2,6,1.0,3.0,1700000,0,53
15,0,2011,5,0,1.6,170,136000,0,1,1,3,2,0.0,8.0,550000,0,0
11,5,2012,4,0,3.0,258,66606,2,1,1,3,5,1.0,6.0,2250000,0,64
0,0,2009,5,1,2.0,147,141000,1,1,1,3,2,1.0,9.0,675000,12,37
11,0,2017,5,0,1.4,100,32000,1,1,1,1,2,0.0,2.0,735000,6,0
12,0,2012,5,0,1.6,129,115760,1,1,1,2,2,0.0,8.0,575000,7,39
11,5,2015,4,0,3.0,265,89900,2,0,1,2,6,0.0,5.0,2500000,0,0
0,0,2015,7,0,5.5,585,12822,2,1,1,3,1,0.0,2.0,7370000,11,40
11,0,2010,5,3,2.0,200,82000,1,1,1,3,4,1.0,8.0,655000,4,52
0,0,2010,5,0,3.0,306,24400,2,1,1,2,2,1.0,8.0,1420000,0,56
15,0,2011,5,3,1.6,125,119300,1,1,1,3,3,0.0,7.0,400000,4,31
12,0,2015,5,0,1.6,130,204123,1,1,1,3,2,1.0,4.0,688000,7,26
0,5,2018,5,0,3.0,249,194,2,1,1,1,4,0.0,0.0,5903200,0,0
15,0,2012,5,3,1.6,122,95583,1,1,1,2,3,0.0,6.0,833000,11,47
11,0,2013,4,0,2.0,184,78000,0,1,1,3,6,1.0,4.0,1250000,0,0
0,0,2015,5,0,2.0,238,71700,2,1,1,1,4,0.0,3.0,2649999,9,65
0,0,2012,5,0,2.0,150,90000,0,1,1,2,1,1.0,7.0,770000,0,15
11,5,2017,4,0,3.0,249,23000,2,1,1,1,7,0.0,2.0,3250000,0,78
6,0,2017,5,0,1.6,110,45924,1,1,1,1,1,1.0,2.0,640000,16,13
11,0,2009,5,2,1.6,105,198700,1,1,1,2,5,0.0,9.0,350000,18,0
11,0,2011,5,2,1.6,123,190000,1,1,1,2,3,0.0,5.0,410000,7,0
15,0,2009,5,2,1.6,103,200000,1,1,1,2,1,0.0,6.0,200000,15,14
11,0,2009,5,0,1.6,124,130000,1,1,1,1,1,0.0,9.0,395000,1,0
0,5,2010,5,0,3.0,204,197000,2,1,1,3,2,0.0,7.0,1300000,18,0
0,5,2009,5,0,2.2,197,124000,2,1,1,2,2,1.0,9.0,820000,6,46
0,0,2009,5,2,1.7,80,51000,2,1,1,1,1,1.0,4.0,550000,1,0
11,0,2014,5,2,1.6,85,115000,1,1,1,2,6,1.0,5.0,530000,18,2
15,0,2010,5,0,1.6,120,89000,1,1,1,2,2,0.0,9.0,440000,3,54
0,0,2016,5,0,1.6,123,22000,1,1,1,2,1,0.0,4.0,915000,6,0
11,5,2013,4,0,2.0,218,132300,2,1,1,3,6,1.0,6.0,1250000,0,50
11,0,2010,5,0,1.6,105,134407,1,1,1,3,6,0.0,10.0,395000,18,0
2,5,2010,5,2,1.6,102,76366,1,1,1,3,3,1.0,5.0,700000,18,31
11,0,2010,5,0,1.4,107,205432,1,1,1,3,1,0.0,8.0,320000,6,0
12,1,2014,5,2,1.6,105,41000,1,1,1,2,3,1.0,2.0,670000,4,0
0,5,2008,7,0,3.0,239,154000,2,1,1,2,0,0.0,10.0,925000,6,49
15,0,2010,5,0,1.6,120,123000,1,1,1,3,2,0.0,9.0,330000,3,32
11,0,2012,5,0,2.0,150,114800,1,1,1,2,3,0.0,6.0,950000,10,28
11,0,2011,5,0,1.6,115,117000,1,1,1,3,2,0.0,6.0,350000,1,29
0,0,2010,5,1,1.6,117,78475,1,1,1,2,1,0.0,6.0,715000,13,32
15,0,2011,5,0,1.3,85,90000,1,1,1,2,2,0.0,7.0,450000,7,0
11,0,2014,5,0,1.6,123,80000,1,1,1,2,1,1.0,4.0,620000,6,41
0,5,2008,5,0,3.0,306,140000,2,1,1,3,1,0.0,10.0,1250000,0,0
15,0,2007,5,0,2.0,145,151000,1,1,1,2,2,1.0,10.0,390000,4,21
11,0,2009,5,0,1.6,103,158000,1,1,1,3,1,1.0,9.0,335000,15,23
0,0,2015,5,1,2.4,167,61192,2,1,1,1,3,1.0,4.0,1419000,12,21
11,0,2008,5,1,2.5,182,165000,1,1,1,3,2,0.0,10.0,499999,13,0
15,0,2010,5,2,1.4,86,78000,1,1,1,3,2,1.0,9.0,365000,16,0
0,0,2016,5,0,1.6,121,80000,2,1,1,1,1,0.0,3.0,930000,6,29
15,0,2009,5,0,3.0,306,102000,0,1,1,2,6,0.0,10.0,1050000,0,0
0,0,2010,5,0,2.0,150,127000,2,1,1,1,1,0.0,8.0,737000,6,0
12,0,2015,5,3,1.6,135,47226,1,1,1,3,2,1.0,4.0,745000,7,0
11,0,2008,4,0,2.0,136,92000,0,1,1,3,5,1.0,9.0,590999,0,11
15,0,2010,5,0,1.6,122,185000,1,1,1,1,1,1.0,10.0,395000,7,14
0,0,2010,5,0,2.0,150,90100,2,1,1,3,3,0.0,7.0,950000,7,34
11,0,2017,4,0,2.0,184,52636,0,1,1,1,7,0.0,1.0,2250000,0,0
0,0,2013,5,1,1.2,115,71000,1,1,1,1,2,0.0,4.0,900000,13,44
15,0,2014,5,3,1.6,105,175000,1,1,1,1,3,1.0,4.0,530000,4,31
0,0,2012,5,0,3.0,306,36272,2,1,1,2,1,1.0,6.0,2000000,0,53
0,5,2007,5,0,3.0,240,197000,2,1,1,2,1,1.0,10.0,920000,18,0
10,0,2016,2,0,4.7,455,13000,0,1,1,2,6,1.0,4.0,5450000,11,89
15,0,2017,5,0,1.3,84,9500,1,1,1,1,3,0.0,2.0,690000,7,36
0,0,2010,5,1,1.6,117,65800,1,1,1,2,1,1.0,7.0,620000,13,46
15,0,2010,5,0,1.6,122,95000,1,1,1,3,1,1.0,9.0,350000,7,0
0,5,2010,5,0,3.0,204,131000,2,1,1,3,2,0.0,7.0,1599000,18,49
11,0,2016,5,0,2.0,150,17250,1,1,1,1,3,1.0,2.0,1040000,7,0
6,5,2008,5,2,2.0,140,163000,1,1,1,2,2,1.0,9.0,730000,16,39
3,0,2011,4,0,1.8,156,113500,0,1,1,3,3,1.0,9.0,751000,11,39
8,5,2015,7,3,2.0,180,96000,2,1,1,1,0,0.0,3.0,2550000,18,20
11,0,2009,5,2,1.4,75,45000,1,1,1,2,1,1.0,9.0,327000,15,0
0,0,2013,5,0,1.6,110,23000,1,1,1,1,1,1.0,3.0,950000,16,28
11,0,2009,5,0,2.0,150,156000,1,1,1,2,6,0.0,10.0,750000,6,38
11,0,2005,5,3,1.8,152,234000,1,1,1,3,0,0.0,10.0,435000,18,33
0,0,2009,5,2,1.7,80,140000,2,1,1,2,1,1.0,6.0,269000,1,0
12,0,2008,5,3,1.4,122,150000,1,1,1,2,6,0.0,9.0,399000,18,0
11,0,2015,5,2,1.6,123,78159,1,1,1,1,3,1.0,4.0,550000,7,0
15,0,2007,5,0,1.6,100,92375,1,1,1,3,2,1.0,10.0,350000,4,18
11,0,2007,5,2,1.8,125,135000,1,1,1,3,2,1.0,10.0,340000,4,0
0,0,2012,5,0,2.4,175,61110,2,1,1,1,3,0.0,7.0,1100000,6,50
11,0,2010,5,0,1.6,150,87000,1,1,1,1,2,0.0,4.0,695000,3,19
0,0,2010,7,1,2.0,141,91500,2,1,1,2,1,1.0,7.0,789000,13,29
15,0,2015,5,3,1.6,135,24000,1,1,1,1,2,1.0,3.0,985000,7,0
11,0,2013,5,0,1.6,132,106700,1,1,1,1,5,1.0,5.0,750000,6,42
11,0,2015,5,0,1.4,107,201000,1,1,1,3,3,1.0,4.0,455000,7,0
0,0,2010,7,1,2.0,141,89000,2,1,1,1,1,1.0,8.0,789000,13,49
15,0,2011,5,3,1.6,105,74000,1,1,1,2,3,0.0,6.0,430000,4,0
12,1,2018,5,0,1.6,128,50000,1,1,1,1,3,0.0,1.0,1100000,7,0
11,0,2010,4,0,2.5,204,149700,0,1,1,3,6,0.0,9.0,950000,0,0
0,5,2013,5,0,3.0,313,71082,2,1,1,2,3,0.0,3.0,3490000,0,27
2,0,2010,7,0,1.8,141,107572,1,1,1,1,1,0.0,6.0,489600,1,0
0,5,2012,5,0,2.2,197,219000,2,1,1,1,3,0.0,8.0,1099000,6,80
11,0,2014,5,0,1.6,110,6000,1,1,1,1,5,1.0,0.0,900000,18,0
15,0,2011,5,0,1.6,130,111000,1,1,1,3,2,0.0,8.0,527000,6,0
0,0,2017,5,0,2.0,238,19557,2,1,1,1,1,1.0,1.0,2690000,9,73
11,0,2009,5,0,2.0,147,190000,1,1,1,3,2,1.0,9.0,600000,10,38
11,0,2006,5,2,1.4,101,156000,1,1,1,2,1,1.0,10.0,230000,1,0
11,0,2009,4,0,4.6,373,120000,0,1,1,2,2,0.0,10.0,900000,6,87
0,0,2009,5,0,5.0,510,166000,2,1,1,1,1,1.0,10.0,1300000,8,66
0,0,2011,5,0,2.0,150,68565,1,1,1,1,1,0.0,8.0,1050000,10,43
0,0,2009,5,2,1.7,80,133000,2,1,1,2,1,1.0,9.0,280000,1,23
0,0,2010,5,1,2.5,169,184500,2,1,1,2,2,1.0,7.0,890000,13,63
11,0,2015,5,0,3.5,249,103000,1,1,1,3,6,1.0,4.0,1580000,9,59
0,5,2013,5,0,4.4,339,138000,2,1,1,2,2,0.0,6.0,2500000,8,67
11,0,2010,5,0,1.6,120,115000,1,1,1,3,2,0.0,6.0,395000,3,44
0,0,2010,5,0,2.0,150,119605,1,1,1,1,1,0.0,7.0,775000,6,22
11,0,2011,5,2,1.6,115,170000,1,1,1,2,2,0.0,5.0,350000,1,0
11,0,2014,5,0,1.6,110,97000,1,1,1,1,5,1.0,2.0,529000,18,26
0,0,2011,5,0,2.0,170,127000,2,1,1,1,1,1.0,6.0,989000,18,39
11,0,2010,5,0,1.6,150,92000,1,1,1,2,2,0.0,5.0,560000,3,32
0,5,2018,5,0,2.2,200,11265,2,1,1,1,4,0.0,1.0,2220000,6,18
12,0,2011,5,2,1.6,105,183400,1,1,1,3,3,0.0,8.0,410000,4,0
11,0,2018,5,3,1.3,150,2600,1,1,1,1,4,0.0,0.0,2199000,11,33
11,5,2013,4,0,3.0,258,125000,2,1,1,3,6,1.0,7.0,1349000,0,49
15,0,2007,5,0,2.0,150,225000,2,1,1,1,3,0.0,9.0,490000,17,28
0,0,2015,5,0,2.4,171,30500,2,1,1,2,3,1.0,3.0,1799000,6,87
0,0,2016,5,0,2.0,149,43220,1,1,1,1,1,0.0,2.0,1200000,6,55
11,0,2010,4,0,2.0,184,99799,0,1,1,1,6,0.0,7.0,1090000,0,57
11,0,2010,5,2,2.0,145,145000,1,1,1,1,4,1.0,9.0,550000,4,39
11,0,2008,4,0,2.0,136,175000,0,1,1,1,5,1.0,10.0,560000,0,0
11,0,2012,5,0,1.6,109,159000,1,1,1,2,1,1.0,8.0,425000,1,0
15,0,2007,5,0,2.0,145,176000,1,1,1,3,2,1.0,9.0,350000,4,2
15,0,2008,5,2,1.6,124,164500,1,1,1,3,1,0.0,10.0,475000,7,19
15,0,2009,5,2,1.4,95,90646,1,1,1,2,2,1.0,10.0,310000,7,26
11,0,2015,5,0,2.0,150,82655,1,1,1,1,6,0.0,4.0,930000,6,57
0,0,2014,5,1,3.5,249,31000,2,1,1,1,3,0.0,2.0,2450000,13,0
